A_CCMCT_22108_1.svs;mitosis;{"x1": 67337,"y1": 54609,"x2": 67387,"y2": 54659}
A_CCMCT_22108_1.svs;mitosis;{"x1": 65723,"y1": 65537,"x2": 65773,"y2": 65587}
A_CCMCT_22108_1.svs;mitosis;{"x1": 63737,"y1": 72485,"x2": 63787,"y2": 72535}
A_CCMCT_22108_1.svs;mitosis;{"x1": 63641,"y1": 68411,"x2": 63691,"y2": 68461}
A_CCMCT_22108_1.svs;mitosis;{"x1": 58659,"y1": 65549,"x2": 58709,"y2": 65599}
A_CCMCT_22108_1.svs;mitosis;{"x1": 58309,"y1": 64435,"x2": 58359,"y2": 64485}
A_CCMCT_22108_1.svs;mitosis;{"x1": 57897,"y1": 66535,"x2": 57947,"y2": 66585}
A_CCMCT_22108_1.svs;mitosis;{"x1": 57405,"y1": 65000,"x2": 57455,"y2": 65050}
A_CCMCT_22108_1.svs;mitosis;{"x1": 57421,"y1": 64983,"x2": 57471,"y2": 65033}
A_CCMCT_22108_1.svs;mitosis;{"x1": 55853,"y1": 25095,"x2": 55903,"y2": 25145}
A_CCMCT_22108_1.svs;mitosis;{"x1": 55511,"y1": 10733,"x2": 55561,"y2": 10783}
A_CCMCT_22108_1.svs;mitosis;{"x1": 54640,"y1": 68985,"x2": 54690,"y2": 69035}
A_CCMCT_22108_1.svs;mitosis;{"x1": 53909,"y1": 68537,"x2": 53959,"y2": 68587}
A_CCMCT_22108_1.svs;mitosis;{"x1": 54169,"y1": 60900,"x2": 54219,"y2": 60950}
A_CCMCT_22108_1.svs;mitosis;{"x1": 44863,"y1": 20538,"x2": 44913,"y2": 20588}
A_CCMCT_22108_1.svs;mitosis;{"x1": 43571,"y1": 11757,"x2": 43621,"y2": 11807}
A_CCMCT_22108_1.svs;mitosis;{"x1": 42635,"y1": 53253,"x2": 42685,"y2": 53303}
A_CCMCT_22108_1.svs;mitosis;{"x1": 41303,"y1": 20683,"x2": 41353,"y2": 20733}
A_CCMCT_22108_1.svs;mitosis;{"x1": 40483,"y1": 15570,"x2": 40533,"y2": 15620}
A_CCMCT_22108_1.svs;mitosis;{"x1": 39255,"y1": 5530,"x2": 39305,"y2": 5580}
A_CCMCT_22108_1.svs;mitosis;{"x1": 38607,"y1": 41735,"x2": 38657,"y2": 41785}
A_CCMCT_22108_1.svs;mitosis;{"x1": 37973,"y1": 18413,"x2": 38023,"y2": 18463}
A_CCMCT_22108_1.svs;mitosis;{"x1": 33879,"y1": 54565,"x2": 33929,"y2": 54615}
A_CCMCT_22108_1.svs;mitosis;{"x1": 31702,"y1": 35445,"x2": 31752,"y2": 35495}
A_CCMCT_22108_1.svs;mitosis;{"x1": 28025,"y1": 29317,"x2": 28075,"y2": 29367}
A_CCMCT_22108_1.svs;mitosis;{"x1": 27869,"y1": 21504,"x2": 27919,"y2": 21554}
A_CCMCT_22108_1.svs;mitosis;{"x1": 24979,"y1": 64309,"x2": 25029,"y2": 64359}
A_CCMCT_22108_1.svs;mitosis;{"x1": 23961,"y1": 26141,"x2": 24011,"y2": 26191}
A_CCMCT_22108_1.svs;mitosis;{"x1": 23551,"y1": 40099,"x2": 23601,"y2": 40149}
A_CCMCT_22108_1.svs;mitosis;{"x1": 20803,"y1": 25631,"x2": 20853,"y2": 25681}
A_CCMCT_22108_1.svs;mitosis;{"x1": 20385,"y1": 26405,"x2": 20435,"y2": 26455}
A_CCMCT_22108_1.svs;mitosis;{"x1": 20065,"y1": 15327,"x2": 20115,"y2": 15377}
A_CCMCT_22108_1.svs;mitosis;{"x1": 17429,"y1": 26759,"x2": 17479,"y2": 26809}
A_CCMCT_22108_1.svs;mitosis;{"x1": 15305,"y1": 53824,"x2": 15355,"y2": 53874}
A_CCMCT_22108_1.svs;mitosis;{"x1": 15298,"y1": 53842,"x2": 15348,"y2": 53892}
A_CCMCT_22108_1.svs;mitosis;{"x1": 14857,"y1": 54567,"x2": 14907,"y2": 54617}
A_CCMCT_22108_1.svs;mitosis;{"x1": 11769,"y1": 57502,"x2": 11819,"y2": 57552}
A_CCMCT_22108_1.svs;mitosis;{"x1": 11687,"y1": 71357,"x2": 11737,"y2": 71407}
A_CCMCT_22108_1.svs;mitosis;{"x1": 10753,"y1": 31427,"x2": 10803,"y2": 31477}
A_CCMCT_22108_1.svs;mitosis;{"x1": 10565,"y1": 43003,"x2": 10615,"y2": 43053}
A_CCMCT_22108_1.svs;mitosis;{"x1": 8387,"y1": 19280,"x2": 8437,"y2": 19330}
A_CCMCT_22108_1.svs;mitosis;{"x1": 34435,"y1": 34577,"x2": 34485,"y2": 34627}
A_CCMCT_22108_1.svs;mitosis;{"x1": 28610,"y1": 67625,"x2": 28660,"y2": 67675}
A_CCMCT_22108_1.svs;mitosis;{"x1": 88089,"y1": 66290,"x2": 88139,"y2": 66340}
A_CCMCT_22108_1.svs;mitosis;{"x1": 82507,"y1": 62933,"x2": 82557,"y2": 62983}
A_CCMCT_22108_1.svs;mitosis;{"x1": 72208,"y1": 62513,"x2": 72258,"y2": 62563}
A_CCMCT_22108_1.svs;mitosis;{"x1": 54957,"y1": 62747,"x2": 55007,"y2": 62797}
A_CCMCT_22108_1.svs;mitosis;{"x1": 84230,"y1": 58733,"x2": 84280,"y2": 58783}
A_CCMCT_22108_1.svs;mitosis;{"x1": 30709,"y1": 42167,"x2": 30759,"y2": 42217}
A_CCMCT_22108_1.svs;mitosis;{"x1": 14546,"y1": 36657,"x2": 14596,"y2": 36707}
A_CCMCT_22108_1.svs;mitosis;{"x1": 28735,"y1": 28053,"x2": 28785,"y2": 28103}
A_CCMCT_22108_1.svs;mitosis;{"x1": 11438,"y1": 26171,"x2": 11488,"y2": 26221}
A_CCMCT_22108_1.svs;mitosis;{"x1": 31319,"y1": 13452,"x2": 31369,"y2": 13502}
A_CCMCT_22108_1.svs;mitosis;{"x1": 24584,"y1": 12875,"x2": 24634,"y2": 12925}
A_CCMCT_22108_1.svs;mitosis;{"x1": 59395,"y1": 71763,"x2": 59445,"y2": 71813}
A_CCMCT_22108_1.svs;mitosis;{"x1": 59797,"y1": 70235,"x2": 59847,"y2": 70285}
A_CCMCT_22108_1.svs;mitosis;{"x1": 83828,"y1": 65567,"x2": 83878,"y2": 65617}
A_CCMCT_22108_1.svs;mitosis;{"x1": 55245,"y1": 64027,"x2": 55295,"y2": 64077}
A_CCMCT_22108_1.svs;mitosis;{"x1": 82091,"y1": 62812,"x2": 82141,"y2": 62862}
A_CCMCT_22108_1.svs;mitosis;{"x1": 25981,"y1": 62984,"x2": 26031,"y2": 63034}
A_CCMCT_22108_1.svs;mitosis;{"x1": 54217,"y1": 61377,"x2": 54267,"y2": 61427}
A_CCMCT_22108_1.svs;mitosis;{"x1": 62525,"y1": 60113,"x2": 62575,"y2": 60163}
A_CCMCT_22108_1.svs;mitosis;{"x1": 58139,"y1": 58182,"x2": 58189,"y2": 58232}
A_CCMCT_22108_1.svs;mitosis;{"x1": 82377,"y1": 56772,"x2": 82427,"y2": 56822}
A_CCMCT_22108_1.svs;mitosis;{"x1": 65095,"y1": 56813,"x2": 65145,"y2": 56863}
A_CCMCT_22108_1.svs;mitosis;{"x1": 30203,"y1": 55219,"x2": 30253,"y2": 55269}
A_CCMCT_22108_1.svs;mitosis;{"x1": 37667,"y1": 54481,"x2": 37717,"y2": 54531}
A_CCMCT_22108_1.svs;mitosis;{"x1": 22157,"y1": 53092,"x2": 22207,"y2": 53142}
A_CCMCT_22108_1.svs;mitosis;{"x1": 77473,"y1": 52805,"x2": 77523,"y2": 52855}
A_CCMCT_22108_1.svs;mitosis;{"x1": 27279,"y1": 52783,"x2": 27329,"y2": 52833}
A_CCMCT_22108_1.svs;mitosis;{"x1": 17142,"y1": 45419,"x2": 17192,"y2": 45469}
A_CCMCT_22108_1.svs;mitosis;{"x1": 26958,"y1": 42411,"x2": 27008,"y2": 42461}
A_CCMCT_22108_1.svs;mitosis;{"x1": 23566,"y1": 38580,"x2": 23616,"y2": 38630}
A_CCMCT_22108_1.svs;mitosis;{"x1": 41747,"y1": 36750,"x2": 41797,"y2": 36800}
A_CCMCT_22108_1.svs;mitosis;{"x1": 38640,"y1": 36591,"x2": 38690,"y2": 36641}
A_CCMCT_22108_1.svs;mitosis;{"x1": 37078,"y1": 36456,"x2": 37128,"y2": 36506}
A_CCMCT_22108_1.svs;mitosis;{"x1": 27185,"y1": 35789,"x2": 27235,"y2": 35839}
A_CCMCT_22108_1.svs;mitosis;{"x1": 52970,"y1": 35047,"x2": 53020,"y2": 35097}
A_CCMCT_22108_1.svs;mitosis;{"x1": 42267,"y1": 35070,"x2": 42317,"y2": 35120}
A_CCMCT_22108_1.svs;mitosis;{"x1": 41656,"y1": 34630,"x2": 41706,"y2": 34680}
A_CCMCT_22108_1.svs;mitosis;{"x1": 43242,"y1": 33784,"x2": 43292,"y2": 33834}
A_CCMCT_22108_1.svs;mitosis;{"x1": 42968,"y1": 33582,"x2": 43018,"y2": 33632}
A_CCMCT_22108_1.svs;mitosis;{"x1": 40064,"y1": 33383,"x2": 40114,"y2": 33433}
A_CCMCT_22108_1.svs;mitosis;{"x1": 37289,"y1": 33911,"x2": 37339,"y2": 33961}
A_CCMCT_22108_1.svs;mitosis;{"x1": 35959,"y1": 32584,"x2": 36009,"y2": 32634}
A_CCMCT_22108_1.svs;mitosis;{"x1": 33451,"y1": 31937,"x2": 33501,"y2": 31987}
A_CCMCT_22108_1.svs;mitosis;{"x1": 49634,"y1": 30736,"x2": 49684,"y2": 30786}
A_CCMCT_22108_1.svs;mitosis;{"x1": 43675,"y1": 28710,"x2": 43725,"y2": 28760}
A_CCMCT_22108_1.svs;mitosis;{"x1": 31651,"y1": 28858,"x2": 31701,"y2": 28908}
A_CCMCT_22108_1.svs;mitosis;{"x1": 30277,"y1": 27315,"x2": 30327,"y2": 27365}
A_CCMCT_22108_1.svs;mitosis;{"x1": 45516,"y1": 26301,"x2": 45566,"y2": 26351}
A_CCMCT_22108_1.svs;mitosis;{"x1": 29528,"y1": 26452,"x2": 29578,"y2": 26502}
A_CCMCT_22108_1.svs;mitosis;{"x1": 29831,"y1": 25462,"x2": 29881,"y2": 25512}
A_CCMCT_22108_1.svs;mitosis;{"x1": 30709,"y1": 25130,"x2": 30759,"y2": 25180}
A_CCMCT_22108_1.svs;mitosis;{"x1": 24345,"y1": 24963,"x2": 24395,"y2": 25013}
A_CCMCT_22108_1.svs;mitosis;{"x1": 12686,"y1": 24678,"x2": 12736,"y2": 24728}
A_CCMCT_22108_1.svs;mitosis;{"x1": 50204,"y1": 24069,"x2": 50254,"y2": 24119}
A_CCMCT_22108_1.svs;mitosis;{"x1": 46609,"y1": 22745,"x2": 46659,"y2": 22795}
A_CCMCT_22108_1.svs;mitosis;{"x1": 35346,"y1": 22564,"x2": 35396,"y2": 22614}
A_CCMCT_22108_1.svs;mitosis;{"x1": 8425,"y1": 22211,"x2": 8475,"y2": 22261}
A_CCMCT_22108_1.svs;mitosis;{"x1": 48830,"y1": 22107,"x2": 48880,"y2": 22157}
A_CCMCT_22108_1.svs;mitosis;{"x1": 33552,"y1": 22155,"x2": 33602,"y2": 22205}
A_CCMCT_22108_1.svs;mitosis;{"x1": 47275,"y1": 20883,"x2": 47325,"y2": 20933}
A_CCMCT_22108_1.svs;mitosis;{"x1": 43979,"y1": 21317,"x2": 44029,"y2": 21367}
A_CCMCT_22108_1.svs;mitosis;{"x1": 32844,"y1": 20550,"x2": 32894,"y2": 20600}
A_CCMCT_22108_1.svs;mitosis;{"x1": 38797,"y1": 18633,"x2": 38847,"y2": 18683}
A_CCMCT_22108_1.svs;mitosis;{"x1": 21947,"y1": 17471,"x2": 21997,"y2": 17521}
A_CCMCT_22108_1.svs;mitosis;{"x1": 53428,"y1": 15046,"x2": 53478,"y2": 15096}
A_CCMCT_22108_1.svs;mitosis;{"x1": 47079,"y1": 14699,"x2": 47129,"y2": 14749}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 36369,"y1": 24429,"x2": 36419,"y2": 24479}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 30585,"y1": 24325,"x2": 30635,"y2": 24375}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 29593,"y1": 24128,"x2": 29643,"y2": 24178}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 28591,"y1": 23086,"x2": 28641,"y2": 23136}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 28085,"y1": 23138,"x2": 28135,"y2": 23188}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 23320,"y1": 21012,"x2": 23370,"y2": 21062}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 32810,"y1": 20404,"x2": 32860,"y2": 20454}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 29607,"y1": 20150,"x2": 29657,"y2": 20200}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 34297,"y1": 19066,"x2": 34347,"y2": 19116}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 32525,"y1": 18922,"x2": 32575,"y2": 18972}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 29737,"y1": 18915,"x2": 29787,"y2": 18965}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 26979,"y1": 18777,"x2": 27029,"y2": 18827}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 32546,"y1": 17851,"x2": 32596,"y2": 17901}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 32157,"y1": 18042,"x2": 32207,"y2": 18092}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 30465,"y1": 17088,"x2": 30515,"y2": 17138}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 21367,"y1": 16514,"x2": 21417,"y2": 16564}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 34517,"y1": 13454,"x2": 34567,"y2": 13504}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 32760,"y1": 12854,"x2": 32810,"y2": 12904}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 29826,"y1": 12009,"x2": 29876,"y2": 12059}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 22062,"y1": 10922,"x2": 22112,"y2": 10972}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 37883,"y1": 10091,"x2": 37933,"y2": 10141}
A_CCMCT_29609B_1.svs;mitosis;{"x1": 26410,"y1": 7193,"x2": 26460,"y2": 7243}
A_CCMCT_22108_1.svs;mitosis;{"x1": 85519,"y1": 66206,"x2": 85569,"y2": 66256}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 80046,"y1": 63583,"x2": 80096,"y2": 63633}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 79695,"y1": 44111,"x2": 79745,"y2": 44161}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 79747,"y1": 74481,"x2": 79797,"y2": 74531}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 79119,"y1": 59021,"x2": 79169,"y2": 59071}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 79527,"y1": 46359,"x2": 79577,"y2": 46409}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 79347,"y1": 78131,"x2": 79397,"y2": 78181}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 79416,"y1": 68745,"x2": 79466,"y2": 68795}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 79115,"y1": 44061,"x2": 79165,"y2": 44111}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 78723,"y1": 76327,"x2": 78773,"y2": 76377}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 78777,"y1": 51789,"x2": 78827,"y2": 51839}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 78301,"y1": 47047,"x2": 78351,"y2": 47097}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 78615,"y1": 40161,"x2": 78665,"y2": 40211}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 78403,"y1": 36461,"x2": 78453,"y2": 36511}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 78281,"y1": 65747,"x2": 78331,"y2": 65797}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 77038,"y1": 51857,"x2": 77088,"y2": 51907}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 77276,"y1": 75733,"x2": 77326,"y2": 75783}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 77713,"y1": 72317,"x2": 77763,"y2": 72367}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 76821,"y1": 60583,"x2": 76871,"y2": 60633}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 77053,"y1": 65901,"x2": 77103,"y2": 65951}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 76759,"y1": 18969,"x2": 76809,"y2": 19019}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 76114,"y1": 33455,"x2": 76164,"y2": 33505}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 76772,"y1": 17647,"x2": 76822,"y2": 17697}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 76167,"y1": 68502,"x2": 76217,"y2": 68552}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 75539,"y1": 69781,"x2": 75589,"y2": 69831}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 75615,"y1": 59943,"x2": 75665,"y2": 59993}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 75821,"y1": 37254,"x2": 75871,"y2": 37304}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 75885,"y1": 60557,"x2": 75935,"y2": 60607}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 75176,"y1": 63509,"x2": 75226,"y2": 63559}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 75207,"y1": 60614,"x2": 75257,"y2": 60664}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 75039,"y1": 60639,"x2": 75089,"y2": 60689}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 75087,"y1": 53368,"x2": 75137,"y2": 53418}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74993,"y1": 49315,"x2": 75043,"y2": 49365}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74876,"y1": 66488,"x2": 74926,"y2": 66538}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74748,"y1": 71681,"x2": 74798,"y2": 71731}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74785,"y1": 64381,"x2": 74835,"y2": 64431}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74878,"y1": 46773,"x2": 74928,"y2": 46823}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74409,"y1": 65061,"x2": 74459,"y2": 65111}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74317,"y1": 43650,"x2": 74367,"y2": 43700}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74427,"y1": 27595,"x2": 74477,"y2": 27645}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 74208,"y1": 76837,"x2": 74258,"y2": 76887}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 73995,"y1": 46919,"x2": 74045,"y2": 46969}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 73805,"y1": 56979,"x2": 73855,"y2": 57029}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 73568,"y1": 46054,"x2": 73618,"y2": 46104}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 73533,"y1": 70525,"x2": 73583,"y2": 70575}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 73461,"y1": 49351,"x2": 73511,"y2": 49401}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 72881,"y1": 41402,"x2": 72931,"y2": 41452}
A_CCMCT_518711B_1.svs;mitosis;{"x1": 72857,"y1": 72907,"x2": 72907,"y2": 72957}
